id,name
8ekv-ep3s,DQS NHANES Select Mean Dietary Intake Estimates
8ezu-y38w,"NNDSS - TABLE 1Q. Hepatitis B, perinatal infection to Hepatitis C (viral, acute), Probable"
8fbp-accd,"Weekly Influenza Vaccination Coverage Among Pregnant Women 18-49 Years, by Race and Ethnicity"
8ggw-jwph,Examination of the exposome in an animal model: the impact of high fat diet and rat strain on local and systemic immune markers following occupational welding fume exposure
8gpz-j2fr,VEHSS Medicare Fee for Service + Advantage (100%)
8hus-y5nc,National Community Based Survey of Supports for Healthy Eating and Active Living  (CBS HEAL)
8hxn-cvik,"Nutrition, Physical Activity, and Obesity - National Immunization Survey (Breastfeeding)"
8hzs-zshh,Provisional drug overdose death counts for specific drugs
8i5t-42wz,"Motor Vehicle Occupant Death Rate, by Age and Sex, 2012 & 2014, Region 8 - Denver"
8ihh-n7ic,"Motor Vehicle Occupant Death Rate, by Age and Sex, 2012 & 2014, Region 6 - Dallas"
8jp2-ecz7,"Weekly Cumulative Percentage of Children Ages 6 Months -17 Years who are up to date with the updated 2023-24 COVID-19 Vaccine, by Jurisdiction"
8kbq-i8ii,NCHS - All-County Natality File with Exact Date of Birth
8kjs-i662,"National Ambulatory Medical Care Survey, 2020-2021, restricted physician-only data"
8miz-siyd,"DQS Community hospital beds, by state: United States"
8mrp-rmkw,"Nutrition, Physical Activity, and Obesity - American Community Survey"
8n2k-mkiw,NNDSS - Table II. Babesiosis to Campylobacteriosis
8na9-qgz7,BEAM Dashboard - Serotypes of concern: Burden and Trajectory
8nyy-xsq7,"Weekly Cumulative Influenza Vaccination Coverage Comparison between Current and Previous Season, Children 6 Months through 17 Years, United States"
8pt5-q6wp,Indicators of Anxiety or Depression Based on Reported Frequency of Symptoms During Last 7 Days
8qgt-54j8,Table of Recommended Total Funding Levels for State Programs (CDC Best Practices for Comprehensive Tobacco Control Programs 2014)
8r7h-xzg5,Neuroendocrine effects of inhaling emissions generated by 3-dimensional (3D)-printing with polycarbonate stock
8rkx-vimh,"NNDSS - Table II. Mumps to Rabies, animal"
8rsa-pnhx,"NNDSS - TABLE 1F. Brucellosis to Candida auris, clinical"
8s4r-kzwb,Table of Preemption on Smokefree Indoor Air (CDC STATE System Tobacco Legislation - Preemption)
8u74-z25n,DASH YRBSS - Did not participate in 60 minutes of activity 1x/weekly (MS)
8ucz-ra9b,"National Hospital Ambulatory Medical Care Survey, 1992-2021, Restricted"
8v6a-z6zq,American Rescue Plan (ARP) Rural Payments
8ve6-tiah,Persistence of SARS-CoV-2 on N95 filtering facepiece respirators: implications for reuse
8vj7-uiam,Characterizing dynamic atmosphere generation system performance for analytical method development
8w4j-reb4,Vaccination Coverage among Nursing Home Residents
8wk8-2h8d,Elk Creek Seismic Waveforms 2012 (Part 17 of 20)
8wmh-yzz9,NHANES Select Mean Dietary Intake Estimates
8xdf-byx4,"Tuberculosis Epidemiologic Studies Consortium (TBESC)-II Part C: Improving screening, testing, and treatment for latent TB infection (LTBI)"
8xkx-amqh,"COVID-19 Vaccinations in the United States,County"
8xy9-ubqz,Access and Use of Telemedicine During COVID-19
8yup-c35n,"Weekly Differences in Cumulative COVID-19 Vaccination Coverage by Selected Demographics and by Season, Among Adults 18 Years, Overall"
8zak-ewtm,BRFSS Prevalence and Trends Data: Tobacco Use - Four Level Smoking Data for 1995-2010
8zbb-qqwc,dhds_dataset
8zea-kwnt,CDC STATE System E-Cigarette Legislation - Youth Access
8zhx-mf8r,National Health Interview Survey
92ri-yjps,2020 Final Assisted Reproductive Technology (ART) Services and Profiles
93k9-hy54,NNDSS - Table II. Lyme disease to Meningococcal
94wp-9pid,"Vaccination Concerns, Issues, and Motivators | RespVaxView | Data | Centers for Disease Control and Prevention (cdc.gov)"
95ax-ymtc,"Drug overdose death rates, by drug type, sex, age, race, and Hispanic origin: United States"
95m5-agj4,Active Bacterial Core surveillance (ABCs) Group B Streptococcus
96sd-hxdt,"Daily Census Tract-Level PM2.5 Concentrations, 2016 - 2020"
97bc-2r74,"NNDSS - TABLE 1M. Gonorrhea to Haemophilus influenzae, invasive disease, Age <5 years, Serotype b"
97tt-n3j3,NNDSS - Table II. Chlamydia to Coccidioidomycosis
986w-8kut,NNDSS - Table 1I. Cryptosporidiosis to Cyclosporiasis
9976-4iqj,"NNDSS - TABLE 1CC. Rabies, Animal to Rabies, Human"
9axm-gjt8,"NNDSS - TABLE 1J. Dengue virus infections, Dengue to Severe dengue"
9b5z-wnve,COVID-19 Vaccines Up to Date Status
9bhg-hcku,Provisional COVID-19 Deaths by Sex and Age
9bkd-2ag5,State and Local Area Integrated Telephone Survey (SLAITS)
9cpv-whbv,"Weekly counts of deaths from all causes by jurisdiction,  2015-2019"
9d9z-vf8f,"NNDSS - TABLE 1K. Ehrlichiosis and Anaplasmosis, Anaplasma phagocytophilum infection to Ehrlichia chaffeensis infection"
9dzk-mvmi,"Monthly Provisional Counts of Deaths by Select Causes, 2020-2023"
9f67-8jse,National Hospital Discharge Survey (NHDS) 1970-2010
9fpg-7hvw,NCHS Survey Data Linked to Centers for Medicare & Medicaid Services (CMS) 1999-2013 Medicare Data
9g7x-sfq4,NNDSS - Table III. Tuberculosis
9gay-j69q,"Obesity among children and adolescents aged 2–19 years, by selected characteristics: United States"
9gny-cbhc,"NNDSS - Table 1B. Arboviral diseases, neuroinvasive and non-neuroinvasive, Jamestown Canyon virus disease to Powassan virus disease"
9hdi-ekmb,Provisional COVID-19 Deaths by Week and County Social Vulnerability Index
9ikp-t8tw,TGS_SC2_nasal_positivity
9ix3-ryt6,NNDSS - Table II. Giardiasis to Haemophilus influenza
9ixb-fwvy,National Health and Nutrition Examination Survey (NHANES) Restricted Data: 1999 to Present
9j2v-jamp,"Death rates for suicide, by sex, race, Hispanic origin, and age: United States"
9k8a-cbgx,"NNDSS - TABLE 1V. Malaria to Measles, Indigenous"
9kbf-icdi,"NNDSS - Table 1F. Brucellosis to Candida auris, clinical"
9kjw-3miq,"U.S. State and Territorial Orders Closing and Reopening Bars Issued from March 11, 2020 through August 15, 2021 by County by Day"
9kpc-xntn,Controlled Generation of Peracetic Acid Atmospheres for the Evaluation of Chemical Samplers
9krc-38hs,Table for STATE System Comprehensive Medicaid Coverage of Cessation Treatments  Interactive Map
9mtj-y2ba,"Lyme disease public use line-listed data without geography, 2022-2023"
9mw4-6adp,autism prevalence studies
9n3x-apcd,NNDSS - Table II. Cryptosporidiosis to Dengue
9qys-crt2,NNDSS - Table II. Meningococcal disease to Pertussis
9t9r-e5a3,"Respiratory Virus Response (RVR) United States Hospitalization Metrics by Jurisdiction, Timeseries – ARCHIVED"
9tjt-seye,2022 Final Assisted Reproductive Technology (ART) Summary
9umn-c3jf,"PLACES: Local Data for Better Health, ZCTA Data 2023 release"
9vgf-r2z6,dhds_dataset
9w38-t35p,"Percentage of Adults Who Report Driving After Drinking Too Much (in the past 30 days), 2012 & 2014, Region 6 - Dallas"
9x7v-wy9u,NNDSS - TABLE 1II. Tetanus to Trichinellosis
9xb7-9z99,"PLACES: ZCTA Data (GIS Friendly Format), 2021 release"
9xc7-3a4q,"AH Provisional COVID-19 Deaths by HHS Region, Race, Age 65plus"
9xt5-u42s,"DQS Health, United States Dataset Footnote Lookup"
9y49-tura,Active Bacterial Core surveillance (ABCs) Group A Streptococcus
9yc3-yir3,"NNDSS - Table II. Invasive Pneumococcal Diseases, Age <5"
9z78-nsfp,"500 Cities: Local Data for Better Health, 2016 release"
9z9x-g48e,"AH Provisional COVID-19 Deaths by Week, Sex, and Race and Hispanic Origin"
9ziv-gyv9,Factors affecting chlorinated product formation from sodium hypochlorite bleach and limonene reactions in the gas phase
9zr4-c7mm,Elk Creek Seismic Waveforms 2012 (Part 6 of 20)
a2mg-p2ni,"Prevalence of Hearing Loss in the United States by Industry, 2000-2008"
a35h-9yn4,Commercial Medical Insurance (MSCANCC) - Vision and Eye Health Surveillance
a37y-w96i,"Percentage of Adults Who Report Driving After Drinking Too Much (in the past 30 days), 2012 & 2014, Region 8 - Denver"
a3gi-4phs,"Weekly Cumulative Estimated Number of RSV Vaccinations Administered in Pharmacies and Physician Medical Offices, Adults 60 years and older, United States"
a5a8-jsrq,"U.S. State Life Expectancy by Sex, 2018"
a5h2-p2dw,Table of Preemption on Licensure (CDC STATE System Tobacco Legislation - Preemption)
a92y-5zud,"DQS Initial injury-related visits to hospital emergency departments, by sex, age, and intent and mechanism of injury: United States (Archived)"
a93x-tfzm,"NNDSS - TABLE 1MM. Viral hemorrhagic fevers, Crimean-Congo hemorrhagic fever virus to Guanarito virus"
a9xa-yrhn,NNDSS - TABLE 1O. Hansen's disease to Hantavirus pulmonary syndrome
aagc-37gx,"NNDSS - TABLE 1X. Meningococcal disease,  Other serogroups to Meningococcal disease, Unknown serogroup"
abgz-qs4g,HAICViz - CDI
abzs-b3gw,"Lyme disease public use line-listed data without geography, 2008-2021"
acdz-tk8j,NNDSS - Table II. Legionellosis to Malaria
acme-vg9e,Behavioral Risk Factors: Selected Metropolitan Area Risk Trends (SMART) County Prevalence Data (2010 and prior)
adnf-fpem,Influenza virus induced novel miRNAs regulate the STAT pathway
aemk-wcbf,NOHSS Adult Indicators - 2010 And Prior BRFSS
aemt-mg7g,"Weekly United States Hospitalization Metrics by Jurisdiction, During Mandatory Reporting Period from August 1, 2020 to April 30, 2024, and for Data Reported Voluntarily Beginning May 1, 2024, National Healthcare Safety Network (NHSN) - ARCHIVED"
aeq9-xksa,Lung toxicity and gene expression changes in response to whole-body inhalation exposure to cellulose nanocrystal in rats
aetd-68ew,Vaccination Coverage among Adults (18+ Years)
aewi-gwni,"Asthma in children younger than age 18, by selected characteristics: United States."
afja-b25e,NNDSS - Table II. Giardiasis to Haemophilus influenza
agqb-jgkw,Census tracts with no Well Water Index (WWI) assigned
agz7-4mvg,"Weekly Cumulative Influenza Vaccination Coverage, by Flu Season and Race and Ethnicity, Medicare Fee-For-Service Beneficiaries aged ≥65 years, United States, Data Source: Centers for Medicare & Medicaid Services Chronic Conditions Warehouse"
ahrf-yqdt,Preliminary U.S. COVID-19 Burden Estimates
ai6z-tcin,"PLACES: Local Data for Better Health, Census Tract Data 2024 release"
aian-amjw,Biological effects of inhaled crude oil vapor. III. Pulmonary effects
aie4-agrk,"AH Monthly Provisional COVID-19 Deaths, by Census Region, Age, and Race and Hispanic Origin"
airz-k28h,NCHS Research and Development Survey (RANDS) Round 5 Restricted File
akkj-j5ru,National Immunization Survey Adult COVID Module (NIS-ACM): Trends in Vaccination Status and Intent
akmt-4qtj,CDC PRAMStat Data for 2006
akn2-qxic,Weekly United States COVID-19 Hospitalization Metrics by County – ARCHIVED
akvg-8vrb,CDC Wastewater Data for Measles
am73-spnp,Elk Creek Seismic Waveforms 2011 (Part 8 of 19)
amjr-ph5r,"Weekly Differences in Cumulative Influenza Vaccination Coverage by Selected Demographics and by Season, 2025– 26 and 2025–26 Compared with 2024–25, Children 6 Months–17 Years, United States"
an65-3p9b,"Motor Vehicle Occupant Death Rate, by Age and Sex, 2012 & 2014, HHS Region 1 - Boston"
ap9g-4wiq,"NNDSS - TABLE 1HH. Streptococcal toxic shock syndrome to Syphilis, Primary and Secondary"
ar8q-3jhn,2022–2023 Nationwide Blood Donor Seroprevalence Survey Combined Infection- and Vaccination-Induced Seroprevalence Estimates
aspp-bzzu,"NNDSS - TABLE 1U. Leptospirosis to Listeriosis, Probable"
at7e-uhkc,Behavioral Risk Factors: Selected Metropolitan Area Risk Trends (SMART) MMSA Age-adjusted Prevalence Data (2011 to Present)
axgy-8qey,"NNDSS - TABLE 1AA.  Poliovirus infection, nonparalytic to Psittacosis"
axsa-zcg5,"NNDSS - TABLE 1NN. Viral hemorrhagic fevers, Junin virus to Viral hemorrhagic fevers, Lujo virus"
ay69-birh,National Hospital Care Survey (NHCS) linked to Centers for Medicare & Medicaid (CMS) Medicaid Data
azgh-hvnt,"Percentage of Adults Who Report Driving After Drinking Too Much (in the past 30 days),  2012 & 2014, Region 4 - Atlanta"
azmd-939x,"U.S. State and Territorial Orders Closing and Reopening Restaurants Issued from March 11, 2020 through August 15, 2021 by County by Day"
azpx-5hzx,NNDSS - TABLE 1O.  Hansen's disease to Hantavirus pulmonary syndrome
b2jx-uyck,US Census Annual Estimates of the Resident Population for Selected Age Groups by Sex for the United States
b2qj-y9ew,NCHS Research and Development Survey (RANDS) Round 7 Restricted File
b36e-ru3r,NNDSS - Table II. Cryptosporidiosis to Dengue Hemorrhagic Fever
b4av-siev,"Rates of TBI-related Emergency Department Visits, Hospitalizations, and Deaths by Sex - United States, 2001 – 2010"
b4ji-baqh,"Hepatitis C: Commercial Laboratory Residual Sera, November 2023–September 2024"
b58h-s9zx,Provider Relief Fund COVID-19 High-Impact Payments
b5mu-3rk7,Exposure to the antimicrobial chemical triclosan disrupts keratinocyte function and skin integrity in a model of reconstructed human epidermis
b5wa-ze9s,TGS_SC2_nasal_lineages
b68w-a53h,NanoSpotTM Collector for Aerosol Sample Collection for Direct Microscopy and Spectroscopy Analysis-Dataset
b6fe-yq88,A Field-Portable Colorimetric Method for the Measurement of Peracetic Acid Vapors: A Comparison of Glass and Plastic Impingers
b6np-zdqj,"NNDSS - TABLE 1HH. Streptococcal toxic shock syndrome to Syphilis, Primary and Secondary"
b6ny-6cd5,"Monthly Cumulative Number and Percent of Children 6 Months-17 Years and Adults 18 Years and Older Who Received 1+ Influenza Vaccination Doses and Comparison Between 2025–26 and Three Previous Seasons, by Jurisdiction, United States"
b6sy-qq3u,"NNDSS - Table 1E. Botulism, Foodborne to Botulism, Other (wound & unspecified)"
b6uq-hdgz,"Cumulative Influenza Vaccination Coverage and Comparison, Adults 18 Years and Older, US, National Immunization Survey-Adult COVID Module"
b7pe-5nws,COVID-19 Vaccine Distribution Allocations by Jurisdiction - Moderna
b8tp-jsmh,"Measles Case and Genetic Metadata, Operation Allies Welcome"
bbhn-4mdn,"Selected Trend Table from Health, United States, 2011. Health conditions among children under 18 years of age, by selected characteristics: United States, average annual, selected years 1997 - 1999 through 2008 - 2010"
bc4h-zh8r,V-safe mpox
bdsk-unrd,"PLACES: ZCTA Data (GIS Friendly Format), 2020 release"
bdyv-z46f,dhds_dataset
be57-s94j,"DQS Normal weight, overweight, and obesity among adults aged 20 and over, by selected characteristics: United States (Archived)"
bfe6-2gyq,"NNDSS - Table II. Mumps to Rabies, animal"
bfqg-cb6d,Provider Relief Fund COVID-19 Nursing Home Quality Incentive Program
bgzq-ax8c,Elk Creek Seismic Waveforms 2011 (Part 6 of 19)
bh72-384a,Elk Creek Seismic Waveforms 2012 (Part 19 of 20)
bhxw-k5sb,NNDSS - TABLE 1O.  Hansen's disease to Hantavirus pulmonary syndrome
bi63-dtpu,NCHS - Leading Causes of Death: United States
bigw-pgk2,Patient Characteristics of Laboratory-Confirmed COVID-19 Hospitalizations from the COVID-NET Surveillance System
biid-68vb,Science Clips
binw-6h77,Military Health System (MHS) - Vision and Eye Health Surveillance System (VEHSS)
bjsc-yd7n,"Percentage of Adults Who Report Driving After Drinking Too Much (in the past 30 days), 2012 & 2014, Region 3 - Philadelphia"
bk9t-cq4b,"NNDSS - TABLE 1PP. Yellow fever to Zika virus disease, non-congenital"
bkbr-drkm,"National Ambulatory Medical Care Survey, Public-use file, 1973-2019"
bkcm-ybyk,dhds_dataset
bkwy-pyv3,"NNDSS - TABLE 1W. Meningococcal disease, All serogroups to Meningococcal disease, Serogroup B"
bptw-uw4i,"Impaired Driving Death Rate, by Age and Sex, 2012 & 2014, Region 2 - New York"
bqmb-vyka,NNDSS - Table 1H.  Cholera to Coccidioidomycosis
bqse-bujd,"NNDSS - TABLE 1K. Ehrlichiosis and Anaplasmosis, Anaplasma phagocytophilum infection to Ehrlichia chaffeensis infection"
brpv-8xaq,NCHS Research and Development Survey (RANDS) Round 10 Restricted File
brsb-akdp,"Weekly Cumulative Updated 2023-24 COVID-19 Vaccination Coverage, by Race and Ethnicity, Medicare Fee-For-Service Beneficiaries aged ≥65 years, United States, Data Source: Centers for Medicare & Medicaid Services Chronic Conditions Warehouse"
bst4-hnte,JMK_DHDS_POC
btcp-84tv,"NNDSS - Table II. Hepatitis (viral, acute, by type) A & B"
btv3-srcc,DQS NHIS Functioning difficulties in adults age 18 and older by selected characteristics United States
bucw-etpd,Rat-Tail Models for Studying Hand-Arm Vibration Syndrome:  A Comparison between Living and Cadaver Rat Tails
bugr-bbfr,Vaccines.gov: Flu vaccinating provider locations
bumh-rgsq,"Non-Medical Factor Measures for ZCTA, ACS 2017-2021"
bve7-bjy2,"NNDSS - TABLE 1Z. Pertussis to Poliomyelitis, paralytic"
bw3b-karf,"NNDSS - TABLE 1MM. Viral hemorrhagic fevers, Chapare virus to Ebola virus"
bwwd-cuna,Optimization of Aspergillus versicolor culture and aerosolization in a murine model of inhalational fungal exposure
bwx3-gx66,Medicaid Claims (MAX) - Vision and Eye Health Surveillance
bx8m-di6q,dhds_dataset
bxam-2zsw,Graph of Rates of Breastfeeding Initiation and Continuation at 1 and 2 Months
bxq8-mugm,"Monthly Counts of Deaths by Select Causes, 2014-2019"
bytj-42x7,"NNDSS - TABLE 1NN. Viral hemorrhagic fevers, Guanarito virus to Viral hemorrhagic fevers, Lassa virus"
bz96-hgr8,dhds_dataset
c294-dri5,"Trends in Worker Hearing Loss by Industry Sector, 1981-2010"
c2hx-eeis,NIOSH Anthropometric Data and ISO Digital Headforms
c2kg-wtx6,NOHSS Adult Indicators - Adults who have visited a dentist or dental clinic in the past year
c4bi-8ytd,COVID-19 County Hesitancy
c4p6-t338,Differential Activation of Peroxisome Proliferator-Activated Receptor Alpha by Per-and Polyfluoroalkyl Substance
c75w-3h6e,"A High-throughput, Turbulent-mixing, Condensation Aerosol Concentrator for Direct Aerosol Collection as a Liquid Suspension"
c76y-7pzg,"PLACES: ZCTA Data (GIS Friendly Format), 2022 release"
c7b2-4ecy,"PLACES: ZCTA Data (GIS Friendly Format), 2023 release"
c8as-e7h6,State-Level Vaccine Mandates - Currently in Effect
cah8-bpvk,"NNDSS - TABLE 1OO. Viral hemorrhagic fevers, Lujo virus to Viral hemorrhagic fevers, Marburg virus"
cchw-gdwa,2022 Final Assisted Reproductive Technology (ART) Success Rates
cd8h-y37e,Elk Creek Seismic Waveforms 2010 (Part 3 of 7)
cds4-6y7t,NNDSS - Table 1G. Carbapenemase-producing carbapenem-resistant Enterobacteriaceae to Chlamydia trachomatis infection
ce73-p89e,Graph of Daily Multivitamin Use Just Prior to Pregnancy
cf5u-bm9w,Monthly Rates of Laboratory-Confirmed COVID-19 Hospitalizations from the COVID-NET Surveillance System
cgmy-fcv3,Elk Creek Seismic Waveforms 2012 (Part 1 of 20)
cgyi-zgdr,Elk Creek Seismic Waveforms 2012 (Part 10 of 20)
ch5i-63ve,RESP-LENS
ch83-ush6,BEAM Dashboard – Top 30 Most Common Serotypes
chcz-j2du,"AH Deaths by Year, Sex, and Age for 2015-2020"
chmz-4uae,NNDSS - TABLE 1O. Hansen's disease to Hantavirus pulmonary syndrome
chnh-3rdi,Efficacy of powered air-purifying respirators (PAPRs) for source control of simulated respiratory aerosols-dataset
ci7c-73kg,CDC COVID-19 Cases and Deaths Ensemble Forecast Archive
cj8b-94cj,"PLACES: Place Data (GIS Friendly Format), 2021 release"
cjae-szjv,Air Quality Measures on the National Environmental Health Tracking Network
cjin-8pa3,NNDSS - TABLE 1Y. Mumps to Novel influenza A virus infections
cjr4-kj3n,NCHS Research and Development Survey (RANDS) Round 4 Restricted File
cnd2-a6zw,Vaccine Hesitancy for COVID-19
cndj-vxkf,Tuberculosis Epidemiologic Studies Consortium (TBESC) II Part C Sub Study: Assessing Patient Barriers and Facilitators to TB Prevention and Care at Community Health Clinics and TB Clinics
cpdh-8cna,Stroke Mortality Data Among US Adults (35+) by State/Territory and County – 2021-2023
cpem-dkkm,Behavioral Risk Factors: Selected Metropolitan Area Risk Trends (SMART) County Prevalence Data (2011 to 2012)
cqcc-kwwr,"NNDSS - TABLE 1Z. Pertussis to Poliomyelitis, paralytic"
cr56-k9wj,An aggregated dataset of serially collected influenza A virus morbidity and titer measurements from virus-infected ferrets.
crtu-weni,"Selected Trend Table from Health, United States, 2011. Diabetes prevalence and glycemic control among adults 20 years of age and over, by sex, age, and race and Hispanic origin: United States, selected years 1988 - 1994 through 2003 - 2006"
ctu5-k6yz,"NNDSS - TABLE 1R. Hepatitis C, perinatal infection to Influenza-associated pediatric mortality"
cucp-zsht,"NNDSS - Table II. Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection to Undetermined"
cuyd-c53m,Correlation between graphitic carbon and elemental carbon in diesel particulate matter in workplace atmospheres-Dataset
cvcu-witw,"NNDSS - TABLE 1N. Haemophilus influenzae, invasive disease, (age <5 years), Non-b serotype to Unknown serotype"
cw4r-vcr3,NNDSS - TABLE 1FF. Severe acute respiratory syndrome-associated coronavirus disease to Shigellosis
cwsq-ngmh,"PLACES: Local Data for Better Health, Census Tract Data, 2025 release"
cygf-tgyd,Persisting Cryptococcus Yeast Species Vishniacozyma victoriae and Cryptococcus neoformans Elicit Unique Airway Inflammation in Mice Following Repeated Exposure
cz39-ahbn,"NNDSS - TABLE 1A.  Anthrax to Arboviral diseases, Eastern equine encephalitis virus disease"
d29v-yfc2,Shoulder-Assist Exoskeleton Effects on Balance and Muscle Activity During a Block-laying Task on a Simulated Mast Climber
d2rk-yvas,Behavioral Risk Factor Surveillance System (BRFSS) Age-Adjusted Prevalence Data (2011 to present)
d2tw-32xv,Nationwide Commercial Laboratory Seroprevalence Survey
d2zt-4m8y,"NNDSS - TABLE 1N. Haemophilus influenzae, invasive disease, Age <5 years, Non-b serotype to Unknown serotype"
d3c4-tq79,"Daily Census Tract-Level Ozone Concentrations, 2001-2005"
d3i6-k6z5,"PLACES: County Data (GIS Friendly Format), 2024 release"
d3ze-jm8m,Elk Creek Seismic Waveforms 2011 (Part 7 of 19)
d4v7-r7ct,NNDSS - Table 1I. Cryptosporidiosis to Cyclosporiasis
d69q-iyrb,"NNDSS - Table II. Mumps to Rabies, animal"
d6kg-4sxv,Table for STATE System Appropriations/Grants Total Per Capita (UIC) Interactive Map
d6kj-devz,NNDSS - Table II. Rubella to Salmonellosis
d6p8-wqjm,Rates of COVID-19 Cases or Deaths by Age Group and Vaccination Status and Booster Dose
d7xj-2da2,"NNDSS - TABLE 1X. Meningococcal disease,  Other serogroups to Meningococcal disease, Unknown serogroup"
d89q-62iu,National Health Interview Survey (NHIS) - Mental Health Indicators
d9u6-mdu6,An aggregated dataset of day 3 post-inoculation viral titer measurements from influenza A virus-infected ferret tissues
ddsk-zebd,"NCHS - Infant Mortality Rates, by Race: United States, 1915-2013"
de4p-4g3k,National Survey of Children’s Health (NSCH) – Vision and Eye Health Surveillance
dgwc-f5xf,"DPM OC, EC and FT-IR data (Quantifying elemental and organic carbon in diesel particulate matter by mid infrared spectrometry)."
djj9-kh3p,Vaccine Hesitancy for COVID-19: Public Use Microdata Areas (PUMAs)
djk3-k3zs,"500 Cities: City-level Data (GIS Friendly Format), 2017 release"
dkmg-ggf9,Cleared HIE Assessment Codebook Word
dkyk-v5f5,NNDSS - TABLE 1FF. Severe acute respiratory syndrome-associated coronavirus disease to Shigellosis
dmnu-8erf,"Provisional COVID-19 death counts and rates, by jurisdiction of residence and demographic characteristics"
dmzy-x2ad,"Delay or nonreceipt of needed medical care, prescription drugs, or dental care during the past 12 months due to cost: United States"
dnhi-s2bf,AH Provisional COVID-19 Death Counts by Quarter and County
dnnu-xtkq,"Nutrition, Physical Activity, and Obesity - National Survey of Children's Health (NSCH)"
dnxe-zgxs,CDC PRAMStat Data for 2002
dp9i-idru,"NNDSS - TABLE 1M. Gonorrhea to Haemophilus influenzae, invasive disease, Age <5 years, Serotype b"
dqgu-gg5d,V-safe COVID-19
dqwm-pbi7,"Daily County-Level PM2.5 Concentrations, 2001-2019"
dr7j-7p7w,DASH YRBSS - Physical Fight (MS)
drfe-vxdh,"NNDSS - TABLE 1S. Invasive pneumococcal disease, all ages, Confirmed to Invasive pneumococcal disease, all ages, Probable"
dt66-w6m6,Weekly COVID-19 County Level of Community Transmission as Originally Posted - ARCHIVED
dtm2-meqi,Provisional Drug Overdose Deaths by Urban/Rural Classification Scheme for 12 month-ending December 2018-December 2020
dttw-5yxu,Behavioral Risk Factor Surveillance System (BRFSS) Prevalence Data (2011 to present)
dtz3-sij3,Inhalation of polycarbonate emissions generated during 3D printing processes affects neuroendocrine function in male rats
duw2-7jbt,"PLACES: Local Data for Better Health, County Data 2022 release"
dv4u-3x3q,"PLACES: Local Data for Better Health, County Data 2020 release"
dwmy-m9r6,"NNDSS - TABLE 1U. Leptospirosis to Listeriosis, Probable"
dwqk-w36f,NNDSS - Table I. infrequently reported notifiable diseases
dxpw-cm5u,"500 Cities: City-level Data (GIS Friendly Format), 2019 release"
dy4n-fbwg,NNDSS - TABLE 1KK. Vancomycin-resistant Staphylococcus aureus to Varicella morbidity
e28h-tx85,Medicare Fee for Service (FFS) claims (100%) – Vision and Eye Health Surveillance
e2a5-s9pr,"Lyme disease public use line-listed data without geography, 1992-2007"
e2d5-ggg7,VSRR Provisional Maternal Death Counts and Rates
e4ec-z5aa,"DQS Estimate of Emergency Department Visits in the United States, 2016-2022"
e539-uadk,"Non-Medical Factor Measures for Census Tract, ACS 2017-2021"
e5zk-7tx5,Weekly Cumulative Influenza Vaccine Doses Distributed in the United States
e6et-eg6c,Diabetes State Burden Toolkit - Diabetes Mortality and Health-related Quality of Life
e6fc-ccez,NCHS - Births and General Fertility Rates: United States
e8fc-yrqd,"Percentage of Adults Who Report Driving After Drinking Too Much (in the past 30 days), 2012 & 2014, Region 1 - Boston"
e8kx-wbww,"NCHS - Teen Birth Rates for Females by Age Group, Race, and Hispanic Origin: United States"
e92c-t3mi,Going Smokefree Matters - Bars and Restaurants Infographic
e9r5-5hjr,New Chikungunya Cases Reported in the Americas
ea3z-m7eh,"Impaired Driving Death Rate, by Age and Sex, 2012 & 2014, Region 7 - Kansas City"
eanj-9nie,"Weekly Cumulative COVID-19 Vaccination Coverage Map and Comparison Between 2025–26 and Previous Seasons, Overall, by Jurisdiction Among Adults 18 Years"
eav7-hnsx,"PLACES: Local Data for Better Health, Place Data, 2025 release"
eb4y-d4ic,CDC STATE System Tobacco Legislation - Licensure
ebbj-sh54,"Impaired Driving Death Rate, by Age and Sex, 2012 & 2014, All States"
ebcc-3d5i,Table of Excise Taxes on Combustible Tobacco Products (CDC STATE System Tobacco Legislation - Tax)
eddk-effy,The β-adrenergic receptor blocker and anti-inflammatory drug propranolol mitigates brain cytokine expression in a long-term model of Gulf War Illness
edkk-ze78,"Non-Medical Factor Measures for Place, ACS 2017-2021"
edtz-vibe,NNDSS - Table II. Ehrlichiosis/Anaplasmosis
ee48-w5t6,Vaccination Coverage among Adolescents (13-17 Years)
ee83-ukst,National Immunization Survey Fall Respiratory Virus Module (NIS-FRVM): RespVaxView| Data | Centers for Disease Control and Prevention (cdc.gov)
eez9-q5m5,"NNDSS - Table 1B. Arboviral diseases, Jamestown Canyon to Powassan"
ef89-9ik2,Interleukin-11 Receptor Subunit Alpha-1 is Required for Maximal Airway Responsiveness to Methacholine After Acute Exposure to Ozone
efb8-zbb7,NNDSS - TABLE 1JJ. Tuberculosis to Tularemia
efpc-rr7b,"NNDSS - Table II. Spotted fever rickettsiosis to Syphilis, primary and secondary"
efqg-e273,Weekly COVID-19 Vaccination Coverage among Pregnant Women by Race and Ethnicity
eg2p-49pd,Applied force alters sensorineural and peripheral vascular function in an animal model of hand-arm vibration syndrome
egkx-k86t,Provider Relief Fund by State
egm8-9wq7,"Archive: COVID-19 LTC Program Vaccinations and Trends in the United States, Jurisdiction"
